Month,DayOfMonth,DayOfWeek,PlaneAge,Distance,AirTime,DepTime,ArrTime,ArrDelay
3,26,3,4,602,80,1509,1746,6
3,26,3,4,404,69,1136,1303,13
3,26,3,4,338,55,1328,1438,8
3,27,4,4,148,33,1439,1523,38
3,27,4,4,284,59,834,846,51
3,27,4,4,189,34,1328,1415,40
3,27,4,4,1235,180,1555,1708,33
3,27,4,4,1099,126,2047,106,11
3,27,4,4,258,42,1740,1840,20
3,27,4,4,296,51,1201,1304,44
3,27,4,4,251,53,907,1016,51
3,27,4,4,258,48,1908,2016,21
3,27,4,4,296,48,1038,1138,43
3,28,5,4,487,79,1931,2010,65
3,28,5,4,296,52,2158,2305,65
3,28,5,4,223,46,2046,2143,68
3,28,5,4,1037,158,650,743,-2
3,28,5,4,1009,128,1403,1625,50
3,28,5,4,328,49,1656,1901,51
3,28,5,4,304,55,809,921,1
3,28,5,4,444,84,1146,1325,15
3,28,5,4,488,73,948,1116,-4
3,29,6,4,838,99,1451,1744,-16
3,29,6,4,1204,177,1827,2138,-12
3,29,6,4,1728,199,831,1404,-16
3,29,6,4,417,59,646,758,-7
3,30,7,4,487,79,1459,1529,-11
3,30,7,4,1044,167,1734,1836,6
3,30,7,4,307,51,1223,1428,-2
3,30,7,4,338,57,1910,2022,12
3,30,7,4,842,137,1024,1153,-2
3,30,7,4,371,69,2052,2213,23
3,30,7,4,237,48,1609,1710,0
3,30,7,4,1137,148,710,953,-7
3,31,1,4,934,118,1122,1436,1
3,31,1,4,611,103,1853,1957,22
3,31,1,4,1733,238,2051,2301,31
3,31,1,4,889,105,741,1042,-13
3,31,1,4,737,98,1508,1801,1
3,1,6,4,756,98,1139,1332,2
3,1,6,4,395,69,1357,1523,8
3,1,6,4,1624,189,1810,35,-10
3,1,6,4,972,122,827,1049,-26
3,1,6,4,1521,211,1555,1738,-7
3,2,7,4,284,51,1249,1254,-1
3,2,7,4,2039,229,1555,2304,39
3,2,7,4,1521,216,1330,1517,-13
3,2,7,4,727,98,715,905,-15
3,2,7,4,829,114,1010,1218,-2
3,3,1,4,328,61,1159,1313,-7
4,3,4,4,550,90,714,800,0
4,3,4,4,437,73,826,957,7
4,3,4,4,1069,163,1151,1247,-8
4,3,4,4,493,68,1628,1749,4
4,4,5,4,303,45,744,845,0
4,4,5,4,397,71,1139,1314,-1
4,4,5,4,1501,230,913,1113,13
4,4,5,4,361,55,2137,2243,13
4,4,5,4,371,66,1743,1904,9
4,4,5,4,192,31,629,713,-7
4,4,5,4,404,65,1348,1508,-2
4,4,5,4,371,69,1547,1714,9
4,4,5,4,371,66,1938,2108,18
4,5,6,4,220,39,2013,2111,-4
4,5,6,4,762,126,803,1024,-1
4,5,6,4,197,38,641,734,-6
4,5,6,4,630,83,1051,1326,21
4,5,6,4,1864,209,1355,1942,2
4,6,7,4,288,56,1620,1728,13
4,6,7,4,288,49,1448,1550,15
4,6,7,4,919,153,1751,2046,26
4,6,7,4,318,58,1041,1156,21
4,6,7,4,1093,171,659,1005,10
4,6,7,4,663,91,1226,1411,21
4,6,7,4,1105,148,2110,2259,19
4,7,1,4,210,39,1905,1956,-14
4,7,1,4,758,115,1407,1615,25
4,7,1,4,787,104,1640,1838,-2
4,7,1,4,758,97,1139,1335,25
4,7,1,4,162,32,2128,2311,1
4,7,1,4,989,138,735,1108,3
4,7,1,4,402,67,2022,2050,-5
4,8,2,4,1591,226,723,832,-3
4,8,2,4,256,47,1702,1809,-11
4,8,2,4,258,48,856,1002,2
4,8,2,4,543,80,1216,1352,2
4,8,2,4,762,102,1438,1631,1
4,8,2,4,1455,160,1902,2356,1
4,8,2,4,446,70,1024,1152,2
4,9,3,4,570,96,655,846,6
4,9,3,4,224,40,1302,1353,-12
4,9,3,4,1258,186,921,1140,0
4,9,3,4,1333,156,1822,2309,-16
4,9,3,4,605,71,1429,1601,-14
4,9,3,4,546,78,1210,1238,-7
4,9,3,4,480,65,1640,1756,-9
4,10,4,4,777,139,1230,1358,13
4,10,4,4,283,45,1101,1201,1
4,10,4,4,1090,124,1916,2333,-22
4,10,4,4,967,115,709,1018,-12
4,10,4,4,1844,238,1446,1705,10
4,10,4,4,407,61,1732,1848,-2
4,11,5,4,528,83,731,806,1
4,11,5,4,443,65,1818,2037,17
4,11,5,4,714,107,830,932,-3
4,11,5,4,337,54,1000,1106,-9
4,11,5,4,1959,226,1144,1752,17
4,11,5,4,336,51,2104,2215,10
4,12,6,4,338,47,1201,1401,-14
4,12,6,4,829,120,1436,1647,-3
4,12,6,4,972,157,2008,2255,5
4,12,6,4,484,75,1104,1132,-3
4,12,6,4,742,115,804,1034,-1
4,12,6,4,1034,129,1715,1939,-16
4,13,7,4,588,78,1900,2133,73
4,13,7,4,1013,126,1100,1421,-4
4,13,7,4,989,142,637,811,-19
4,13,7,4,895,122,856,1014,-21
4,14,1,4,328,49,1614,1614,-16
4,14,1,4,325,54,1844,1951,-4
4,14,1,4,842,130,558,830,10
4,14,1,4,349,53,1440,1542,-8
4,14,1,4,895,114,1300,1410,0
4,14,1,4,825,125,1016,1232,27
4,14,1,4,361,57,2016,2121,-14
4,14,1,4,389,64,2149,2301,-9
4,14,1,4,369,67,1702,1825,0
4,14,1,4,487,89,902,947,22
4,15,2,4,1390,196,1645,1816,-14
4,15,2,4,393,56,1329,1433,-2
4,15,2,4,1390,165,805,1303,8
4,15,2,4,337,56,1857,2005,-20
4,15,2,4,393,60,1458,1611,-9
4,15,2,4,337,49,2048,2157,-18
4,15,2,4,373,63,601,722,2
4,16,3,4,328,60,1647,1800,0
4,16,3,4,2106,243,837,1555,-20
4,16,3,4,236,42,704,758,-7
4,16,3,4,989,134,2140,2312,-23
4,16,3,4,1073,130,1826,2048,-32
4,17,4,4,611,92,1348,1434,-16
4,17,4,4,611,83,1031,1307,-8
4,17,4,4,423,71,654,820,5
4,17,4,4,1680,219,1517,1705,-25
4,17,4,4,423,67,841,1000,0
4,17,4,4,188,43,1750,1842,-13
4,17,4,4,342,58,1928,2042,-3
4,17,4,4,404,65,2110,2227,-8
4,18,5,4,328,53,2006,2114,4
4,18,5,4,336,62,1823,1936,6
4,18,5,4,1521,183,938,1454,-16
4,18,5,4,284,49,1547,1752,2
4,18,5,4,258,52,752,859,-6
4,18,5,4,480,68,604,722,-3
4,19,6,4,1105,137,938,1312,-8
4,19,6,4,951,132,1919,2145,30
4,19,6,4,951,126,1632,1901,56
4,19,6,4,842,115,731,841,-29
4,19,6,4,992,133,1339,1608,-27
4,20,7,4,580,69,2059,2319,24
4,20,7,4,1390,201,1215,1352,7
4,20,7,4,677,84,1807,2042,37
4,20,7,4,308,53,1420,1523,8
4,20,7,4,848,142,959,1134,-1
4,20,7,4,861,113,701,914,-16
4,20,7,4,308,53,1611,1723,38
4,21,1,4,437,58,712,819,-6
4,21,1,4,178,33,1946,2039,-6
4,21,1,4,616,94,2105,2152,-13
4,21,1,4,178,38,1827,1929,4
4,21,1,4,487,68,849,1110,-5
4,21,1,4,1073,135,1507,1736,-19
4,21,1,4,1137,151,1144,1430,-5
4,22,2,4,616,79,602,839,-11
4,22,2,4,880,157,911,1108,18
4,22,2,4,1733,255,1546,1810,5
4,22,2,4,251,46,1251,1351,11
4,22,2,4,337,54,2100,2204,-11
4,22,2,4,671,100,1835,2030,-10
4,22,2,4,251,46,1411,1510,0
4,22,2,4,251,44,1124,1234,19
4,23,3,4,328,55,1652,1801,1
4,23,3,4,2106,247,840,1607,-8
4,23,3,4,236,47,700,800,-5
4,23,3,4,534,77,2137,2306,51
4,23,3,4,1073,142,1828,2111,-9
4,24,4,4,1838,263,854,1129,4
4,24,4,4,325,54,1804,1916,1
4,24,4,4,1444,165,1935,31,-24
4,24,4,4,647,110,1402,1606,11
4,24,4,4,632,112,719,829,9
4,24,4,4,621,83,1157,1334,4
4,24,4,4,389,57,1630,1740,0
4,25,5,4,611,94,1353,1440,-10
4,25,5,4,611,80,1032,1310,-5
4,25,5,4,423,69,654,814,-1
4,25,5,4,1680,232,1522,1732,2
4,25,5,4,423,61,840,953,-7
4,25,5,4,188,42,1755,1848,-7
4,25,5,4,342,55,1927,2036,-9
4,25,5,4,404,69,2112,2235,0
4,26,6,4,1521,177,1728,2238,-12
4,26,6,4,342,56,1350,1504,-6
4,26,6,4,404,62,627,741,-14
4,26,6,4,404,62,1020,1144,-1
4,26,6,4,226,44,1542,1641,-4
4,26,6,4,342,57,1214,1320,-5
4,26,6,4,404,70,824,949,-1
4,27,7,4,629,90,1944,2230,-5
4,27,7,4,1728,237,916,1124,-11
4,27,7,4,479,70,1600,1723,-2
4,27,7,4,480,73,1202,1339,4
4,27,7,4,397,61,1754,1907,-3
4,27,7,4,479,67,1404,1525,0
4,28,1,4,344,57,1824,1832,-3
4,28,1,4,307,58,1316,1329,-1
4,28,1,4,533,70,611,832,-8
4,28,1,4,237,41,902,953,-7
4,28,1,4,1258,185,1418,1635,5
4,28,1,4,479,72,1859,2020,-5
4,28,1,4,291,49,1657,1801,1
4,28,1,4,389,58,2050,2201,-9
4,28,1,4,487,65,1021,1237,-13
4,29,2,4,777,120,1746,1854,-21
4,29,2,4,972,129,1942,2210,-15
4,29,2,4,777,96,1424,1712,-13
4,29,2,4,325,47,659,818,13
4,29,2,4,1444,170,848,1351,-4
4,30,3,4,528,77,728,759,-6
4,30,3,4,325,57,1636,1744,-1
4,30,3,4,369,67,1945,2108,3
4,30,3,4,714,108,825,931,-4
4,30,3,4,337,61,956,1113,-2
4,30,3,4,325,47,1518,1614,-1
4,30,3,4,325,49,1819,1919,-6
4,30,3,4,371,68,1143,1305,5
4,30,3,4,371,68,1334,1456,11
4,1,2,4,1140,125,1049,1510,15
4,1,2,4,1333,215,1534,1717,17
4,1,2,4,447,66,1735,1852,-3
4,1,2,4,866,120,735,1005,25
4,1,2,4,651,94,1916,2108,-12
4,2,3,4,220,42,1912,2006,-9
4,2,3,4,972,135,2034,2306,-9
4,2,3,4,1105,132,1204,1527,-18
4,2,3,4,1444,162,625,1120,-10
4,2,3,4,919,129,1610,1832,-8
4,3,4,4,580,79,1812,2054,9
4,3,4,4,248,51,1023,1124,4
4,3,4,4,248,44,2209,2304,59
4,3,4,4,368,59,1332,1546,-4
5,4,7,4,457,78,1243,1517,2
5,4,7,4,919,131,1756,2017,-3
5,4,7,4,408,69,1552,1730,20
5,4,7,4,1448,158,709,1212,-8
5,4,7,4,1105,156,2046,2232,-8
5,5,1,4,460,65,1931,2151,16
5,5,1,4,737,110,1606,1708,-7
5,5,1,4,336,53,1033,1143,-2
5,5,1,4,284,48,802,1005,-5
5,5,1,4,410,60,1806,1915,15
5,6,2,4,1048,150,815,1002,-18
5,8,4,4,677,105,2053,2148,-2
5,8,4,4,937,133,1749,2025,-10
5,9,5,4,1121,130,755,1115,-15
5,9,5,4,223,36,637,731,1
5,9,5,4,236,45,2400,57,127
5,9,5,4,632,89,1159,1443,-2
5,9,5,4,2075,320,1856,2200,145
5,9,5,4,370,57,2230,2343,143
5,9,5,4,336,74,1650,1823,103
5,10,6,4,1448,232,1305,1522,37
5,10,6,4,223,42,1902,1954,-16
5,10,6,4,1588,169,701,1208,-32
5,10,6,4,414,80,2038,2211,1
5,10,6,4,369,64,1717,1827,-8
5,11,7,4,408,59,1738,1850,15
5,11,7,4,229,50,1930,1936,26
5,11,7,4,1790,252,2009,2231,21
5,11,7,4,1999,234,1002,1712,-23
5,11,7,4,651,90,720,905,-20
5,12,1,4,451,63,800,912,-3
5,12,1,4,671,113,1223,1431,11
5,12,1,4,697,89,1457,1637,-23
5,12,1,4,621,101,1729,1925,0
5,12,1,4,373,62,616,735,0
5,12,1,4,747,113,937,1143,-12
5,13,2,4,328,67,841,905,10
5,13,2,4,1618,184,1738,2256,-14
5,13,2,4,197,40,1624,1714,14
5,13,2,4,328,44,602,801,-9
5,13,2,4,325,48,1457,1556,26
5,13,2,4,507,80,1051,1330,30
5,13,2,4,507,68,1358,1422,17
5,14,3,4,1050,135,1224,1456,-24
5,14,3,4,570,89,647,832,2
5,14,3,4,957,120,1821,1938,-22
5,14,3,4,1545,217,1602,1751,1
5,14,3,4,777,95,900,1147,-13
5,14,3,4,646,96,2018,2207,-13
5,15,4,4,937,116,1549,1811,36
5,15,4,4,937,153,1205,1513,38
5,15,4,4,842,98,1849,2146,16
5,15,4,4,1444,174,603,1112,-8
5,16,5,4,1618,220,1021,1211,31
5,16,5,4,682,115,846,954,29
5,16,5,4,258,43,1315,1413,53
5,16,5,4,1750,224,1821,20,75
5,16,5,4,328,72,641,816,21
5,16,5,4,417,60,1449,1601,56
5,16,5,4,308,53,1636,1748,68
5,17,6,4,328,51,1510,1517,-3
5,17,6,4,349,50,1334,1437,-8
5,17,6,4,337,51,2008,2109,-16
5,17,6,4,1444,187,618,737,-18
5,17,6,4,602,88,1020,1309,4
5,17,6,4,651,90,1550,1732,-28
5,17,6,4,337,58,1829,1944,-6
5,18,7,4,1506,179,1357,1906,-14
5,18,7,4,853,126,1005,1329,9
5,18,7,4,447,69,819,937,-8
5,18,7,4,869,126,1942,2100,-10
5,19,1,4,325,51,1157,1306,-4
5,19,1,4,1491,169,1823,2324,19
5,19,1,4,602,82,843,934,-1
5,19,1,4,957,127,1354,1714,4
5,19,1,4,369,66,1001,1131,-4
5,19,1,4,770,114,657,806,-14
5,20,2,4,325,59,1840,1955,10
5,20,2,4,255,51,612,720,5
5,20,2,4,602,84,1551,1632,12
5,20,2,4,386,64,1014,1141,26
5,20,2,4,361,52,2023,2128,-2
5,20,2,4,389,66,2148,2304,-1
5,20,2,4,369,68,1700,1821,6
5,20,2,4,2027,282,747,941,16
5,20,2,4,948,119,1209,1524,19
5,21,3,4,314,55,2017,2125,5
5,21,3,4,296,47,1447,1549,-1
5,21,3,4,1069,128,812,1245,-10
5,21,3,4,912,111,1615,1917,-23
5,21,3,4,248,43,1322,1414,-6
5,21,3,4,397,57,623,735,-10
5,22,4,4,307,54,705,708,-7
5,22,4,4,386,64,1609,1731,41
5,22,4,4,1750,207,1948,127,32
5,22,4,4,668,88,753,1036,-19
5,22,4,4,2075,292,1124,1357,22
5,22,4,4,256,40,1422,1534,34
5,22,4,4,308,54,1812,1920,45
5,23,5,4,328,60,1645,1705,5
5,23,5,4,972,138,1103,1353,8
5,23,5,4,1552,212,1431,1613,3
5,23,5,4,765,96,731,1018,-17
5,23,5,4,338,57,1733,1856,16
5,23,5,4,342,57,2058,2208,-2
5,23,5,4,342,56,1925,2031,16
5,24,6,4,371,63,901,1017,-8
5,24,6,4,1813,207,1239,1926,-14
5,24,6,4,267,49,1955,2056,-49
5,24,6,4,371,60,710,826,-4
5,24,6,4,338,49,1051,1151,-14
5,25,7,4,562,84,1340,1413,-2
5,25,7,4,347,51,1434,1436,-9
5,25,7,4,337,72,2022,2144,19
5,25,7,4,813,140,920,1101,-19
5,25,7,4,338,55,1511,1616,-9
5,25,7,4,373,60,1841,1955,5
5,25,7,4,404,67,1651,1813,3
5,25,7,4,546,81,1139,1315,0
5,26,1,4,1390,199,2011,2159,24
5,26,1,4,192,37,1746,1833,3
5,26,1,4,843,99,1209,1609,19
5,26,1,4,192,33,1636,1725,15
5,26,1,4,192,35,1858,1943,-2
5,26,1,4,651,81,1003,1136,26
5,27,2,4,1557,180,957,1513,-12
5,27,2,4,862,111,618,923,-12
5,27,2,4,1052,144,1911,2149,-1
5,27,2,4,951,126,1550,1810,-35
5,28,3,4,1312,186,1155,1312,32
5,28,3,4,765,124,709,831,16
5,28,3,4,1624,184,1812,32,-23
5,28,3,4,236,40,1649,1738,-7
5,28,3,4,937,131,900,1126,16
5,28,3,4,337,58,1512,1625,10
5,28,3,4,446,64,1334,1450,15
5,29,4,4,1750,192,1042,1603,-17
5,29,4,4,1750,261,728,1006,21
5,29,4,4,1733,231,1649,1853,-17
5,29,4,4,271,54,651,657,2
5,29,4,4,689,93,1927,2213,-17
5,30,5,4,1521,168,1300,1809,-31
5,30,5,4,226,41,816,909,24
5,30,5,4,1440,205,1912,2101,11
5,30,5,4,386,65,1059,1223,-2
5,30,5,4,368,62,738,756,-4
5,30,5,4,342,56,929,1034,4
5,31,6,4,1670,232,1031,1634,24
5,31,6,4,611,102,1714,1809,24
5,31,6,4,1733,243,1844,2105,20
5,31,6,4,321,44,800,956,-4
5,1,4,4,872,137,1937,2212,137
5,1,4,4,148,29,1830,1912,12
5,1,4,4,258,43,735,832,-3
5,1,4,4,646,91,1059,1245,-5
5,1,4,4,1020,140,1317,1747,-3
5,1,4,4,256,45,614,710,-5
5,1,4,4,446,69,858,1024,-1
5,3,6,4,562,81,1747,1821,11
5,3,6,4,347,58,1839,1851,1
6,3,2,4,358,59,956,1107,-8
6,3,2,4,853,127,1711,1836,1
6,3,2,4,386,67,646,821,6
6,3,2,4,853,109,1328,1636,-4
6,3,2,4,447,75,2143,2311,161
6,3,2,4,447,62,2325,38,138
6,3,2,4,296,46,835,931,-9
6,3,2,4,480,64,1138,1255,-10
6,4,3,4,1751,249,1754,2014,94
6,4,3,4,588,95,1627,1717,77
6,4,3,4,389,68,2038,2158,93
6,4,3,4,2295,269,646,1444,-6
6,4,3,4,605,105,2219,15,100
6,5,4,4,1140,137,950,1421,-24
6,5,4,4,1333,198,1514,1645,15
6,5,4,4,602,78,2155,25,30
6,5,4,4,480,71,1705,1828,-2
6,5,4,4,866,108,644,854,-21
6,5,4,4,647,82,1855,2030,-20
6,6,5,4,629,105,609,709,9
6,6,5,4,2155,248,1745,145,115
6,7,6,4,328,48,1309,1408,-7
6,7,6,4,861,120,1802,2016,-29
6,7,6,4,534,80,919,1052,-8
6,7,6,4,655,90,657,842,-13
6,7,6,4,668,104,2104,2209,-41
6,7,6,4,1073,137,1439,1711,-24
6,7,6,4,255,44,1131,1228,-2
6,8,7,4,1728,242,622,840,5
6,8,7,4,997,132,1912,2237,77
6,8,7,4,447,73,901,1034,9
6,8,7,4,1855,214,1234,1836,86
6,8,7,4,174,30,2301,2347,77
6,9,1,4,765,111,953,1058,-7
6,9,1,4,197,33,1353,1441,-9
6,9,1,4,1521,213,1138,1324,-1
6,9,1,4,446,64,1704,1816,-14
6,9,1,4,361,57,1519,1626,-4
6,9,1,4,1052,139,640,913,-7
6,9,1,4,1728,207,1859,48,-7
6,10,2,4,1728,248,625,844,9
6,10,2,4,997,130,1808,2142,22
6,10,2,4,447,69,904,1052,27
6,10,2,4,1855,203,1126,1705,-5
6,10,2,4,174,35,2209,2259,29
6,11,3,4,321,49,1153,1253,-12
6,11,3,4,1235,174,1510,1618,3
6,11,3,4,2155,248,1657,22,32
6,11,3,4,570,76,954,1117,-18
6,11,3,4,303,49,1326,1429,-6
6,11,3,4,174,32,632,713,-7
6,11,3,4,997,135,750,916,-9
6,12,4,4,220,43,1618,1715,-5
6,12,4,4,377,62,749,905,-5
6,12,4,4,972,125,1745,2004,-31
6,12,4,4,787,114,1325,1536,-9
6,12,4,4,1142,156,2053,2340,-15
6,12,4,4,1142,150,941,1225,-25
6,12,4,4,159,35,630,718,-2
6,13,5,4,395,70,1945,2111,116
6,13,5,4,471,66,1535,1655,85
6,13,5,4,1751,247,2136,2357,107
6,13,5,4,668,93,1043,1339,109
6,13,5,4,838,125,857,1014,119
6,13,5,4,471,70,1728,1900,95
6,13,5,4,675,95,1410,1508,93
6,14,6,4,318,51,1737,1841,-14
6,14,6,4,663,100,1913,2136,31
6,14,6,4,1166,148,1320,1658,-17
6,14,6,4,1751,196,646,1215,-30
6,15,7,4,1121,137,1451,1822,-13
6,15,7,4,528,71,1234,1256,1
6,15,7,4,1342,170,940,1157,-3
6,15,7,4,220,47,625,723,-12
6,15,7,4,223,35,1324,1411,-9
6,15,7,4,220,49,756,855,-10
6,15,7,4,1855,257,1937,2208,53
6,16,1,4,323,50,1851,2052,-13
6,16,1,4,402,54,2212,22,17
6,16,1,4,997,125,1356,1724,-11
6,16,1,4,271,53,2122,2129,-1
6,16,1,4,1855,206,737,1323,-2
6,16,1,4,460,68,1801,1823,-7
6,17,2,4,223,37,1047,1135,5
6,17,2,4,1342,163,1502,1857,-18
6,17,2,4,377,57,1949,2059,-11
6,17,2,4,528,74,1200,1432,7
6,17,2,4,1121,158,825,1023,8
6,17,2,4,838,124,2131,2249,-11
6,17,2,4,402,68,729,751,1
6,18,3,4,584,90,1735,1817,-3
6,18,3,4,972,147,1101,1341,-4
6,18,3,4,345,59,1853,2004,-6
6,18,3,4,1040,145,1421,1623,13
6,18,3,4,765,99,725,1012,-23
6,18,3,4,444,63,2214,2332,82
6,18,3,4,444,67,2033,2153,-2
6,18,3,4,496,71,1646,1706,-4
6,19,4,4,223,37,907,959,-16
6,19,4,4,577,92,2018,2104,-11
6,19,4,4,1521,180,1053,1611,-14
6,19,4,4,577,79,1659,1937,-13
6,19,4,4,1444,202,2150,2322,-3
6,19,4,4,325,50,740,839,-6
6,19,4,4,180,38,614,707,-3
6,20,5,4,520,78,1814,1844,9
6,20,5,4,520,84,1507,1752,32
6,20,5,4,256,47,1905,2007,-8
6,20,5,4,347,52,2116,2318,-2
6,20,5,4,256,53,1259,1415,15
6,20,5,4,935,110,702,1109,-21
6,20,5,4,935,134,1156,1223,-2
6,21,6,4,677,100,1830,1928,153
6,21,6,4,993,132,1009,1352,2
6,21,6,4,528,69,716,935,-15
6,21,6,4,308,49,1953,2051,141
6,21,6,4,1552,206,1543,1754,144
6,21,6,4,333,53,2112,2219,129
6,22,7,4,229,66,1914,1948,163
6,22,7,4,229,43,1548,1824,119
6,22,7,4,1444,193,2028,2200,160
6,22,7,4,325,47,634,739,-11
6,22,7,4,333,51,2354,56,151
6,22,7,4,1444,178,823,1334,-11
6,22,7,4,325,50,2230,2335,155
6,23,1,4,251,40,1924,2025,65
6,23,1,4,1891,231,1011,1723,73
6,23,1,4,632,97,1758,1848,68
6,23,1,4,621,86,633,816,-4
6,23,1,4,462,65,2047,2202,52
6,24,2,4,675,96,1229,1519,-11
6,24,2,4,303,52,906,1009,-1
6,24,2,4,258,46,1910,2009,-6
6,24,2,4,471,67,1030,1152,-8
6,24,2,4,419,64,719,837,-3
6,24,2,4,2176,293,1612,1841,6
6,24,2,4,853,109,2035,2338,-7
6,25,3,4,957,132,626,759,-1
6,25,3,4,1036,139,2117,2348,23
6,25,3,4,838,121,1930,2043,33
6,25,3,4,646,94,830,1017,-8
6,25,3,4,2279,269,1101,1855,-5
6,26,4,4,307,57,1415,1425,0
6,26,4,4,937,129,846,1114,-1
6,26,4,4,307,49,1144,1341,-4
6,26,4,4,838,106,1501,1759,-6
6,26,4,4,838,127,1840,2000,-10
6,26,4,4,192,35,724,816,1
6,27,5,4,365,55,1558,1806,1
6,27,5,4,1166,159,2007,2315,5
6,27,5,4,318,56,1833,1940,-5
6,27,5,4,256,47,833,935,-5
6,27,5,4,1521,219,616,812,7
6,27,5,4,1455,181,1010,1531,1
6,28,6,4,612,83,1408,1642,-3
6,28,6,4,281,49,832,930,-10
6,28,6,4,998,132,1011,1133,-12
6,28,6,4,1188,156,1843,2137,17
6,28,6,4,471,67,1204,1323,-12
6,28,6,4,197,45,1713,1817,22
6,29,7,4,2295,307,919,1137,2
6,29,7,4,1999,235,1826,131,36
6,29,7,4,328,54,726,831,-14
6,29,7,4,304,52,1640,1757,47
6,29,7,4,447,60,1306,1418,53
6,29,7,4,447,70,1443,1611,46
6,30,1,4,1797,236,1204,1417,-3
6,30,1,4,588,94,1043,1130,-5
6,30,1,4,377,57,656,814,-6
6,30,1,4,2176,262,1620,2357,-23
6,30,1,4,236,43,1448,1543,-12
6,30,1,4,377,74,849,1013,-2
6,1,7,4,580,78,1107,1335,-15
6,1,7,4,872,118,1537,1558,-2
6,1,7,4,189,33,1414,1459,-6
6,1,7,4,1390,159,2043,142,47
6,1,7,4,337,64,1852,2016,56
6,1,7,4,646,91,1638,1818,-12
6,1,7,4,1180,146,704,1046,1
6,2,1,4,1235,166,644,740,-5
6,2,1,4,407,66,818,936,-14
6,2,1,4,671,104,1024,1221,1
6,2,1,4,256,44,2025,2129,-1
6,2,1,4,1107,137,1256,1529,-21
7,2,3,4,671,107,1314,1524,4
7,3,4,4,369,61,828,945,-10
7,3,4,4,325,53,652,753,-12
7,3,4,4,992,135,2009,2250,-15
7,3,4,4,1813,220,1026,1726,1
7,3,4,4,267,54,1830,1943,8
7,4,5,4,1093,143,700,943,-7
7,4,5,4,972,138,1020,1250,0
7,4,5,4,655,102,1320,1513,3
7,4,5,4,159,35,1731,1816,-14
7,5,6,4,408,67,922,1049,4
7,5,6,4,229,43,1127,1126,1
7,5,6,4,1910,228,1752,53,58
7,5,6,4,1044,140,1345,1429,-6
7,5,6,4,405,58,1158,1309,-6
7,5,6,4,256,43,1504,1606,-4
7,6,7,4,308,49,1434,1531,-4
7,6,7,4,1440,189,1034,1153,-12
7,6,7,4,872,111,1933,2338,-12
7,6,7,4,402,58,930,940,-20
7,6,7,4,342,60,1600,1713,-7
7,6,7,4,338,55,1751,1900,-5
7,6,7,4,451,67,1233,1355,-10
7,7,1,4,1111,147,1931,2112,57
7,7,1,4,148,33,650,734,-1
7,7,1,4,842,122,1352,1616,26
7,7,1,4,359,53,809,913,3
7,7,1,4,888,123,938,1253,3
7,7,1,4,444,61,2137,2253,43
7,7,1,4,1497,193,1732,1906,66
7,8,2,4,223,49,907,1010,-5
7,8,2,4,577,86,2115,2202,47
7,8,2,4,1521,178,1048,1602,-23
7,8,2,4,577,83,1746,2045,55
7,8,2,4,1444,197,2237,7,42
7,8,2,4,325,51,738,842,-3
7,8,2,4,180,39,615,707,-3
7,9,3,4,937,123,1501,1720,-15
7,9,3,4,937,131,1157,1419,-16
7,9,3,4,842,101,1847,2226,56
7,9,3,4,1444,166,600,1101,-19
7,10,4,4,1090,139,2032,105,60
7,10,4,4,258,48,1117,1221,1
7,10,4,4,407,73,1830,1957,67
7,10,4,4,371,67,1445,1607,67
7,10,4,4,2363,313,756,1023,-12
7,10,4,4,446,64,1246,1416,76
7,10,4,4,371,60,1640,1756,61
7,11,5,4,1111,152,1829,2016,1
7,11,5,4,148,33,650,739,4
7,11,5,4,842,118,1324,1537,-13
7,11,5,4,359,55,819,926,16
7,11,5,4,888,118,947,1254,4
7,11,5,4,444,61,2044,2201,-9
7,11,5,4,1497,195,1628,1755,-5
7,12,6,4,177,35,1853,1938,-7
7,12,6,4,1588,212,2003,2152,37
7,12,6,4,533,70,1306,1531,-14
7,12,6,4,237,42,1607,1702,-3
7,12,6,4,422,61,828,1042,-8
7,12,6,4,391,57,1119,1235,-10
7,12,6,4,410,59,1722,1833,-7
7,13,7,4,737,106,2359,57,252
7,13,7,4,515,108,2048,2302,242
7,13,7,4,236,39,713,808,-12
7,13,7,4,370,54,845,958,-2
7,13,7,4,1489,172,1028,1645,-15
7,13,7,4,546,76,113,239,239
7,14,1,4,148,32,1715,1807,187
7,14,1,4,189,34,1530,1631,11
7,14,1,4,461,72,613,738,-2
7,14,1,4,440,67,1225,1256,1
7,14,1,4,1246,150,2103,47,32
7,14,1,4,192,37,1829,1914,44
7,14,1,4,405,64,805,925,0
7,14,1,4,229,43,956,1152,-8
7,14,1,4,192,34,1933,2016,31
7,14,1,4,546,77,1332,1458,-2
7,15,2,4,2237,290,1159,1405,-15
7,15,2,4,296,47,1625,1724,-6
7,15,2,4,787,105,605,806,-9
7,15,2,4,223,44,1452,1607,7
7,15,2,4,1073,143,845,1125,-10
7,15,2,4,325,52,1925,2033,-2
7,15,2,4,328,48,2052,2251,-9
7,15,2,4,333,55,1754,1900,-5
7,16,3,4,889,119,719,836,-9
7,16,3,4,2106,240,1717,34,-6
7,16,3,4,543,72,910,1034,-16
7,16,3,4,569,86,1120,1256,-14
7,16,3,4,258,51,1545,1648,13
7,16,3,4,417,60,1330,1442,-13
